ID,Provider,Processor,Resources,vCPU,RAM,Disk,Bandwidth TB,Speed Gbit,Currency,Price (0% curr),EUR (0%),EUR (25%),Ratio 2:1,Ratio 1:1,Ratio 1:2,Ratio 1:3,Avg,Provider Avg,Comments,Locations
175,Infomaniak,x86,Shared,64,256,80,,,EUR,248.21,248.21,310.2625,0.646380208,0.77565625,0.430920139,0.298329327,0.537821481,0.722208282,,
176,Infomaniak,x86,Dedicated,4,12,250,,,EUR,29,29,36.25,1.45,1.8125,1.035714286,0.725,1.255803571,0.722208282,,
177,Freakhosting,AMD,Shared,1,1,25,99,10,EUR,2,2,2.5,0.666666667,1,0.666666667,0.5,0.708333333,0.74721001,,
178,Freakhosting,AMD,Shared,2,2,50,99,10,EUR,2.5,2.5,3.125,0.416666667,0.625,0.416666667,0.3125,0.442708333,0.74721001,,
179,Freakhosting,AMD,Shared,3,4,100,99,10,EUR,4,4,5,0.4,0.571428571,0.363636364,0.266666667,0.4004329,0.74721001,,
180,Freakhosting,AMD,Shared,4,6,150,99,10,EUR,6,6,7.5,0.428571429,0.6,0.375,0.272727273,0.419074675,0.74721001,,
181,Freakhosting,AMD,Shared,5,8,200,99,10,EUR,8,8,10,0.444444444,0.615384615,0.380952381,0.275862069,0.429160877,0.74721001,,
182,Freakhosting,AMD,Shared,6,12,250,99,10,EUR,12,12,15,0.5,0.666666667,0.4,0.285714286,0.463095238,0.74721001,,
183,Freakhosting,AMD,Shared,7,16,300,99,10,EUR,16,16,20,0.533333333,0.695652174,0.41025641,0.290909091,0.482537752,0.74721001,,
184,Freakhosting,AMD,Shared,8,24,400,99,10,EUR,24,24,30,0.6,0.75,0.428571429,0.3,0.519642857,0.74721001,,
185,Freakhosting,AMD,Shared,9,32,500,99,10,EUR,32,32,40,0.64,0.780487805,0.438356164,0.304761905,0.540901469,0.74721001,,
186,Freakhosting,AMD,Shared,14,64,600,99,10,EUR,64,64,80,0.695652174,0.820512821,0.450704225,0.310679612,0.569387208,0.74721001,,
187,Freakhosting,AMD,Dedicated,1,2,50,99,10,EUR,5,5,6.25,1.25,1.666666667,1,0.714285714,1.157738095,0.74721001,,
188,Freakhosting,AMD,Dedicated,2,4,100,99,10,EUR,8,8,10,1,1.333333333,0.8,0.571428571,0.926190476,0.74721001,,
189,Freakhosting,AMD,Dedicated,2,6,150,99,10,EUR,12,12,15,1.2,1.5,0.857142857,0.6,1.039285714,0.74721001,,
190,Freakhosting,AMD,Dedicated,3,8,200,99,10,EUR,16,16,20,1.142857143,1.454545455,0.842105263,0.592592593,1.008025113,0.74721001,,
191,Freakhosting,AMD,Dedicated,4,12,250,99,10,EUR,24,24,30,1.2,1.5,0.857142857,0.6,1.039285714,0.74721001,,
192,Freakhosting,AMD,Dedicated,5,16,300,99,10,EUR,32,32,40,1.230769231,1.523809524,0.864864865,0.603773585,1.055804301,0.74721001,,
193,Freakhosting,AMD,Dedicated,6,24,400,99,10,EUR,48,48,60,1.333333333,1.6,0.888888889,0.615384615,1.109401709,0.74721001,,
194,Freakhosting,AMD,Dedicated,7,32,500,99,10,EUR,64,64,80,1.391304348,1.641025641,0.901408451,0.621359223,1.138774416,0.74721001,,
195,AlphaVPS,AMD,Shared,4,4,60,4,1,EUR,11.99,11.99,14.9875,0.999166667,1.49875,0.999166667,0.749375,1.061614583,0.879142184,,
196,AlphaVPS,AMD,Shared,6,6,90,6,1,EUR,17.99,17.99,22.4875,0.999444444,1.499166667,0.999444444,0.749583333,1.061909722,0.879142184,,
197,AlphaVPS,AMD,Shared,8,8,120,8,1,EUR,23.99,23.99,29.9875,0.999583333,1.499375,0.999583333,0.7496875,1.062057292,0.879142184,,
198,AlphaVPS,AMD,Shared,8,16,240,16,1,EUR,47.99,47.99,59.9875,1.4996875,1.999583333,1.19975,0.856964286,1.38899628,0.879142184,,
199,AlphaVPS,AMD,Shared,1,2,10,1,1,EUR,3.99,3.99,4.9875,0.9975,1.33,0.798,0.57,0.923875,0.879142184,,
200,AlphaVPS,AMD,Shared,1,4,25,2,1,EUR,4.99,4.99,6.2375,0.831666667,0.998,0.554444444,0.383846154,0.691989316,0.879142184,,
201,AlphaVPS,AMD,Shared,2,8,45,4,1,EUR,7.99,7.99,9.9875,0.665833333,0.799,0.443888889,0.307307692,0.554007479,0.879142184,,
202,AlphaVPS,AMD,Shared,4,16,90,6,1,EUR,15.99,15.99,19.9875,0.66625,0.7995,0.444166667,0.3075,0.554354167,0.879142184,,
203,AlphaVPS,AMD,Shared,4,24,135,6,1,EUR,23.99,23.99,29.9875,0.7496875,0.856785714,0.461346154,0.315657895,0.595869316,0.879142184,,
204,AlphaVPS,AMD,Shared,4,32,180,8,1,EUR,31.99,31.99,39.9875,0.79975,0.888611111,0.470441176,0.3199,0.619675572,0.879142184,,
205,AlphaVPS,AMD,Shared,4,48,270,8,1,EUR,47.99,47.99,59.9875,0.856964286,0.922884615,0.4799,0.324256757,0.646001414,0.879142184,,
206,AlphaVPS,AMD,Shared,4,64,360,10,1,EUR,63.99,63.99,79.9875,0.88875,0.941029412,0.484772727,0.326479592,0.660257933,0.879142184,,
207,AlphaVPS,Intel,Shared,4,2,15,1,1,EUR,3.5,3.5,4.375,0.35,0.583333333,0.4375,0.35,0.430208333,0.879142184,,
208,AlphaVPS,Intel,Shared,4,4,30,1,1,EUR,5,5,6.25,0.416666667,0.625,0.416666667,0.3125,0.442708333,0.879142184,,
209,AlphaVPS,Intel,Shared,4,8,60,1,1,EUR,10,10,12.5,0.625,0.833333333,0.5,0.357142857,0.578869048,0.879142184,,
210,AlphaVPS,Intel,Shared,4,12,90,2,1,EUR,15,15,18.75,0.75,0.9375,0.535714286,0.375,0.649553571,0.879142184,,
211,AlphaVPS,Intel,Shared,4,16,120,2,1,EUR,20,20,25,0.833333333,1,0.555555556,0.384615385,0.693376068,0.879142184,,
212,AlphaVPS,Intel,Shared,4,20,150,3,1,EUR,25,25,31.25,0.892857143,1.041666667,0.568181818,0.390625,0.723332657,0.879142184,,
213,AlphaVPS,Intel,Shared,4,24,180,3,1,EUR,30,30,37.5,0.9375,1.071428571,0.576923077,0.394736842,0.745147123,0.879142184,,
214,AlphaVPS,Intel,Shared,4,28,210,4,1,EUR,35,35,43.75,0.972222222,1.09375,0.583333333,0.397727273,0.761758207,0.879142184,,
215,AlphaVPS,Intel,Shared,4,32,240,4,1,EUR,40,40,50,1,1.111111111,0.588235294,0.4,0.774836601,0.879142184,,
216,AlphaVPS,Intel,Dedicated,2,2,15,1,1,EUR,5,5,6.25,0.833333333,1.25,0.833333333,0.625,0.885416667,0.879142184,,
217,AlphaVPS,Intel,Dedicated,2,4,30,1,1,EUR,10,10,12.5,1.25,1.666666667,1,0.714285714,1.157738095,0.879142184,,
218,AlphaVPS,Intel,Dedicated,4,6,45,2,1,EUR,15,15,18.75,1.071428571,1.5,0.9375,0.681818182,1.047686688,0.879142184,,
219,AlphaVPS,Intel,Dedicated,4,8,60,2,1,EUR,20,20,25,1.25,1.666666667,1,0.714285714,1.157738095,0.879142184,,
220,AlphaVPS,Intel,Dedicated,6,10,75,3,1,EUR,25,25,31.25,1.136363636,1.5625,0.961538462,0.694444444,1.088711636,0.879142184,,
221,AlphaVPS,Intel,Dedicated,6,12,90,3,1,EUR,30,30,37.5,1.25,1.666666667,1,0.714285714,1.157738095,0.879142184,,
222,AlphaVPS,Intel,Dedicated,8,14,105,4,1,EUR,35,35,43.75,1.166666667,1.590909091,0.972222222,0.7,1.107449495,0.879142184,,
223,AlphaVPS,Intel,Dedicated,8,16,120,4,1,EUR,40,40,50,1.25,1.666666667,1,0.714285714,1.157738095,0.879142184,,
224,AlphaVPS,Intel,Shared,1,0.5,128,0.5,1,EUR,1.25,1.25,1.5625,0.5,0.833333333,0.625,0.5,0.614583333,0.879142184,,
225,AlphaVPS,Intel,Shared,1,0.7,256,1,1,EUR,1.666666667,1.666666667,2.083333333,0.617283951,0.980392157,0.694444444,0.537634409,0.70743874,0.879142184,,
226,AlphaVPS,Intel,Shared,1,1,512,1.5,1,EUR,3,3,3.75,1,1.5,1,0.75,1.0625,0.879142184,,
227,AlphaVPS,Intel,Shared,2,2,1024,3,1,EUR,4,4,5,0.666666667,1,0.666666667,0.5,0.708333333,0.879142184,,
228,AlphaVPS,Intel,Shared,4,2,2048,6,1,EUR,8,8,10,0.8,1.333333333,1,0.8,0.983333333,0.879142184,,
229,AlphaVPS,Intel,Shared,4,3,3096,9,1,EUR,12,12,15,1.090909091,1.714285714,1.2,0.923076923,1.232067932,0.879142184,,
230,AlphaVPS,Intel,Shared,4,4,4096,10,1,EUR,16,16,20,1.333333333,2,1.333333333,1,1.416666667,0.879142184,,
231,AlphaVPS,AMD,Shared,1,1,15,1,1,EUR,2.99,2.99,3.7375,0.996666667,1.495,0.996666667,0.7475,1.058958333,0.879142184,,Bulgaria
232,AlphaVPS,AMD,Shared,2,2,30,2,1,EUR,5.99,5.99,7.4875,0.998333333,1.4975,0.998333333,0.74875,1.060729167,0.879142184,,
233,AlphaVPS,AMD,Shared,3,3,45,3,1,EUR,8.99,8.99,11.2375,0.998888889,1.498333333,0.998888889,0.749166667,1.061319444,0.879142184,,
234,Fasthost,x86,Shared,8,16,480,,,GBP,28,33.04,41.3,1.0325,1.376666667,0.826,0.59,0.956291667,0.988168056,,
235,Fasthost,x86,Shared,12,24,720,,,GBP,46,54.28,67.85,1.130833333,1.507777778,0.904666667,0.646190476,1.047367063,0.988168056,,
236,Fasthost,x86,Shared,1,2,60,,,GBP,3,3.54,4.425,0.885,1.18,0.708,0.505714286,0.819678571,0.988168056,UK Only,
237,Fasthost,x86,Shared,2,4,120,,,GBP,8,9.44,11.8,1.18,1.573333333,0.944,0.674285714,1.092904762,0.988168056,UK Only,
238,Fasthost,x86,Shared,4,8,240,,,GBP,15,17.7,22.125,1.10625,1.475,0.885,0.632142857,1.024598214,0.988168056,,
239,Ionos,x86,Shared,1,1,10,,,EUR,2,2,2.5,0.666666667,1,0.666666667,0.5,0.708333333,0.989448503,,
240,Ionos,x86,Shared,2,2,80,,,EUR,5,5,6.25,0.833333333,1.25,0.833333333,0.625,0.885416667,0.989448503,Yearly discounts,
241,Ionos,x86,Shared,2,4,120,,,EUR,8,8,10,1,1.333333333,0.8,0.571428571,0.926190476,0.989448503,,
242,Ionos,x86,Shared,4,8,240,,,EUR,15,15,18.75,0.9375,1.25,0.75,0.535714286,0.868303571,0.989448503,,
243,Ionos,x86,Shared,8,16,480,,,EUR,30,30,37.5,0.9375,1.25,0.75,0.535714286,0.868303571,0.989448503,,
244,Ionos,x86,Shared,12,24,720,,,EUR,50,50,62.5,1.041666667,1.388888889,0.833333333,0.595238095,0.964781746,0.989448503,,
245,Ionos,x86,Dedicated,1,2,60,,,GBP,5.04,5.9472,7.434,1.4868,1.9824,1.18944,0.8496,1.37706,0.989448503,,
246,Ionos,x86,Dedicated,2,4,120,,,GBP,9.36,11.0448,13.806,1.3806,1.8408,1.10448,0.788914286,1.278698571,0.989448503,,
247,Ionos,x86,Dedicated,4,8,240,,,GBP,17.28,20.3904,25.488,1.2744,1.6992,1.01952,0.728228571,1.180337143,0.989448503,,
248,Ionos,x86,Dedicated,8,16,480,,,GBP,31.68,37.3824,46.728,1.1682,1.5576,0.93456,0.667542857,1.081975714,0.989448503,,
249,Ionos,x86,Dedicated,16,32,960,,,GBP,59.76,70.5168,88.146,1.101825,1.4691,0.88146,0.629614286,1.020499821,0.989448503,,
250,Ionos,x86,Dedicated,2,8,120,,,GBP,12.24,14.4432,18.054,1.2036,1.44432,0.8024,0.555507692,1.001456923,0.989448503,,
251,Ionos,x86,Dedicated,4,16,240,,,GBP,23.04,27.1872,33.984,1.1328,1.35936,0.7552,0.522830769,0.942547692,0.989448503,,
252,Ionos,x86,Dedicated,8,32,480,,,GBP,43.92,51.8256,64.782,1.0797,1.29564,0.7198,0.498323077,0.898365769,0.989448503,,
253,Ionos,x86,Dedicated,16,64,960,,,GBP,82.08,96.8544,121.068,1.0089,1.21068,0.6726,0.465646154,0.839456538,0.989448503,,
254,Time4VPS Container,x86,Shared,4,16,160,16,1,EUR,17.63,17.63,22.0375,0.734583333,0.8815,0.489722222,0.339038462,0.611211004,1.075980907,,
255,Time4VPS Container,x86,Shared,6,24,240,24,1,EUR,32.19,32.19,40.2375,0.894166667,1.073,0.596111111,0.412692308,0.743992521,1.075980907,,
256,Time4VPS Container,x86,Shared,8,32,320,32,1,EUR,59.99,59.99,74.9875,1.249791667,1.49975,0.833194444,0.576826923,1.039890759,1.075980907,,
257,Time4VPS Container,x86,Shared,12,48,480,48,1,EUR,115.89,115.89,144.8625,1.609583333,1.9315,1.073055556,0.742884615,1.339255876,1.075980907,,
258,Time4VPS Container,x86,Shared,16,64,640,64,1,EUR,226.39,226.39,282.9875,2.358229167,2.829875,1.572152778,1.088413462,1.962167601,1.075980907,,
259,Time4VPS Container,x86,Shared,3,8,80,8,1,EUR,11.13,11.13,13.9125,0.795,1.011818182,0.585789474,0.412222222,0.701207469,1.075980907,,
260,Time4VPS Container,x86,Shared,1,2,20,2,1,EUR,5.93,5.93,7.4125,1.4825,1.976666667,1.186,0.847142857,1.373077381,1.075980907,,
261,Time4VPS Container,x86,Shared,2,4,40,4,1,EUR,7.23,7.23,9.0375,0.90375,1.205,0.723,0.516428571,0.837044643,1.075980907,,
262,MVPS,x86,Shared,1,2,25,2,1,EUR,4,4,5,1,1.333333333,0.8,0.571428571,0.926190476,1.100932615,SSD,"NL,SE,DE,UK,FR"
263,MVPS,x86,Shared,2,4,50,7,1,EUR,7,7,8.75,0.875,1.166666667,0.7,0.5,0.810416667,1.100932615,,
264,MVPS,x86,Shared,3,6,75,13,1,EUR,13,13,16.25,1.083333333,1.444444444,0.866666667,0.619047619,1.003373016,1.100932615,,
265,MVPS,x86,Shared,4,8,100,20,1,EUR,19,19,23.75,1.1875,1.583333333,0.95,0.678571429,1.09985119,1.100932615,,
266,MVPS,x86,Shared,5,12,125,25,1,EUR,29,29,36.25,1.318181818,1.705882353,1,0.707317073,1.182845311,1.100932615,,
267,MVPS,x86,Shared,6,16,150,30,1,EUR,32,32,40,1.142857143,1.454545455,0.842105263,0.592592593,1.008025113,1.100932615,,
268,MVPS,x86,Shared,8,32,200,40,1,EUR,49,49,61.25,1.020833333,1.225,0.680555556,0.471153846,0.849385684,1.100932615,,
269,MVPS,x86,Shared,10,40,250,50,1,EUR,69,69,86.25,1.15,1.38,0.766666667,0.530769231,0.956858974,1.100932615,,
270,MVPS,x86,Shared,2,4,50,7,1,EUR,9,9,11.25,1.125,1.5,0.9,0.642857143,1.041964286,1.100932615,NVME,
271,MVPS,x86,Shared,3,6,75,13,1,EUR,16,16,20,1.333333333,1.777777778,1.066666667,0.761904762,1.234920635,1.100932615,,
272,MVPS,x86,Shared,4,8,100,20,1,EUR,23,23,28.75,1.4375,1.916666667,1.15,0.821428571,1.33139881,1.100932615,,
273,MVPS,x86,Shared,5,12,125,25,1,EUR,35,35,43.75,1.590909091,2.058823529,1.206896552,0.853658537,1.427571927,1.100932615,,
274,MVPS,x86,Shared,6,16,150,30,1,EUR,47,47,58.75,1.678571429,2.136363636,1.236842105,0.87037037,1.480536885,1.100932615,,
275,MVPS,x86,Shared,8,32,200,40,1,EUR,59,59,73.75,1.229166667,1.475,0.819444444,0.567307692,1.022729701,1.100932615,,
276,MVPS,x86,Shared,10,40,250,50,1,EUR,83,83,103.75,1.383333333,1.66,0.922222222,0.638461538,1.151004274,1.100932615,,
277,MVPS,x86,Shared,12,64,300,60,1,EUR,119,119,148.75,1.352272727,1.565789474,0.85,0.583333333,1.087848884,1.100932615,,
278,Hostinger,x86,Shared,1,4,50,4,,SEK,124.9,11.3659,14.207375,1.894316667,2.27318,1.262877778,0.8743,1.576168611,1.102032422,,
279,Hostinger,x86,Shared,2,8,100,8,,SEK,151.9,13.8229,17.278625,1.151908333,1.38229,0.767938889,0.53165,0.958446806,1.102032422,,
280,Hostinger,x86,Shared,4,16,200,16,,SEK,317.9,28.9289,36.161125,1.205370833,1.446445,0.803580556,0.556325,1.002930347,1.102032422,,
281,Hostinger,x86,Shared,8,32,400,32,,SEK,551.9,50.2229,62.778625,1.046310417,1.2555725,0.697540278,0.4829125,0.870583924,1.102032422,,
282,Scaleway,x86,Shared,1,1,10,99,0.1,EUR,4.99,4.99,6.2375,1.663333333,2.495,1.663333333,1.2475,1.767291667,1.142294877,,60+
283,Scaleway,x86,Shared,1,2,20,99,0.15,EUR,6.99,6.99,8.7375,1.7475,2.33,1.398,0.998571429,1.618517857,1.142294877,,
284,Scaleway,x86,Shared,2,4,40,99,0.2,EUR,14.99,14.99,18.7375,1.87375,2.498333333,1.499,1.070714286,1.735449405,1.142294877,,
285,Scaleway,x86,Shared,4,8,80,99,0.3,EUR,29.99,29.99,37.4875,1.874375,2.499166667,1.4995,1.071071429,1.736028274,1.142294877,,
286,Scaleway,x86,Shared,8,16,160,99,0.5,EUR,59.99,59.99,74.9875,1.8746875,2.499583333,1.49975,1.07125,1.736317708,1.142294877,,
287,Scaleway,x86,Shared,16,32,320,99,0.75,EUR,119.99,119.99,149.9875,1.87484375,2.499791667,1.499875,1.071339286,1.736462426,1.142294877,,
288,Scaleway,Intel,Dedicated,2,4,1000,99,0.25,EUR,8.99,8.99,11.2375,1.12375,1.498333333,0.899,0.642142857,1.040806548,1.142294877,HDD,
289,Scaleway,Intel,Dedicated,2,4,120,99,0.25,EUR,8.99,8.99,11.2375,1.12375,1.498333333,0.899,0.642142857,1.040806548,1.142294877,,
290,Scaleway,Intel,Dedicated,2,4,250,99,0.25,EUR,11.99,11.99,14.9875,1.49875,1.998333333,1.199,0.856428571,1.388127976,1.142294877,,
291,Scaleway,Intel,Dedicated,8,8,1000,99,0.1,EUR,13.99,13.99,17.4875,0.582916667,0.874375,0.582916667,0.4371875,0.619348958,1.142294877,HDD,
292,Scaleway,Intel,Dedicated,8,16,1000,99,0.25,EUR,15.99,15.99,19.9875,0.4996875,0.66625,0.39975,0.285535714,0.462805804,1.142294877,HDD,
293,Scaleway,Intel,Dedicated,8,16,250,99,0.25,EUR,15.99,15.99,19.9875,0.4996875,0.66625,0.39975,0.285535714,0.462805804,1.142294877,,
294,Scaleway,Intel,Dedicated,4,16,2000,99,0.2,EUR,19.99,19.99,24.9875,0.832916667,0.9995,0.555277778,0.384423077,0.69302938,1.142294877,HDD,
295,Scaleway,Intel,Dedicated,6,32,500,99,0.3,EUR,24.99,24.99,31.2375,0.567954545,0.657631579,0.357,0.245,0.456896531,1.142294877,,
296,Scaleway,Intel,Dedicated,6,32,1000,99,0.3,EUR,34.99,34.99,43.7375,0.795227273,0.920789474,0.499857143,0.343039216,0.639728276,1.142294877,,
297,OVH,AMD,Shared,2,2,40,99,0.5,EUR,5,5,6.25,0.833333333,1.25,0.833333333,0.625,0.885416667,1.142722756,,
298,OVH,AMD,Shared,4,4,80,99,1,EUR,10,10,12.5,0.833333333,1.25,0.833333333,0.625,0.885416667,1.142722756,,
299,OVH,AMD,Shared,16,16,160,99,2,EUR,40,40,50,0.833333333,1.25,0.833333333,0.625,0.885416667,1.142722756,,
300,OVH,Intel,Shared,1,2,40,99,0.25,EUR,5.8,5.8,7.25,1.45,1.933333333,1.16,0.828571429,1.34297619,1.142722756,,
301,OVH,Intel,Shared,1,4,40,99,0.25,EUR,9.2,9.2,11.5,1.533333333,1.84,1.022222222,0.707692308,1.275811966,1.142722756,,
302,OVH,Intel,Shared,2,4,40,99,0.5,EUR,11.3,11.3,14.125,1.4125,1.883333333,1.13,0.807142857,1.308244048,1.142722756,,
303,OVH,Intel,Shared,2,8,40,99,0.5,EUR,16.3,16.3,20.375,1.358333333,1.63,0.905555556,0.626923077,1.130202991,1.142722756,,
304,OVH,Intel,Shared,4,8,80,99,1,EUR,17.6,17.6,22,1.1,1.466666667,0.88,0.628571429,1.018809524,1.142722756,,
305,OVH,Intel,Shared,8,16,160,99,2,EUR,44,44,55,1.375,1.833333333,1.1,0.785714286,1.273511905,1.142722756,,
306,OVH,Intel,Shared,8,32,320,99,2,EUR,82,82,102.5,1.708333333,2.05,1.138888889,0.788461538,1.42142094,1.142722756,,
307,Scaleway Pro,x86,Shared,1,1,20,99,0.2,EUR,7.99,7.99,9.9875,2.663333333,3.995,2.663333333,1.9975,2.829791667,1.143506881,,
308,Scaleway Pro,x86,Shared,1,2,40,99,0.3,EUR,9.99,9.99,12.4875,2.4975,3.33,1.998,1.427142857,2.313160714,1.143506881,,
309,Scaleway Pro,Intel,Dedicated,4,32,750,99,1,EUR,34.99,34.99,43.7375,0.87475,0.971944444,0.514558824,0.3499,0.677788317,1.143506881,,
310,Scaleway Pro,Intel,Dedicated,4,32,750,99,1,EUR,39.99,39.99,49.9875,0.99975,1.110833333,0.588088235,0.3999,0.774642892,1.143506881,,
311,Scaleway Pro,Intel,Dedicated,4,32,500,99,0.3,EUR,39.99,39.99,49.9875,0.99975,1.110833333,0.588088235,0.3999,0.774642892,1.143506881,,
312,Scaleway Pro,x86,Shared,2,4,80,99,0.4,EUR,19.99,19.99,24.9875,2.49875,3.331666667,1.999,1.427857143,2.314318452,1.143506881,,
313,Scaleway Pro,x86,Shared,4,8,160,99,0.6,EUR,39.99,39.99,49.9875,2.499375,3.3325,1.9995,1.428214286,2.314897321,1.143506881,,
314,Scaleway Pro,x86,Shared,8,16,320,99,0.8,EUR,79.99,79.99,99.9875,2.4996875,3.332916667,1.99975,1.428392857,2.315186756,1.143506881,,
315,Scaleway Pro,x86,Shared,16,32,640,99,1,EUR,159.99,159.99,199.9875,2.49984375,3.333125,1.999875,1.428482143,2.315331473,1.143506881,,
316,Scaleway Pro,Intel,Dedicated,4,64,1000,99,1,EUR,48.99,48.99,61.2375,0.680416667,0.720441176,0.371136364,0.24994898,0.505485797,1.143506881,,
317,Scaleway Pro,Intel,Dedicated,4,64,1500,99,1,EUR,49.99,49.99,62.4875,0.694305556,0.735147059,0.378712121,0.25505102,0.515803939,1.143506881,,
318,Scaleway Pro,Intel,Dedicated,4,64,2000,99,1,EUR,57.49,57.49,71.8625,0.798472222,0.845441176,0.435530303,0.293316327,0.593190007,1.143506881,,
319,Scaleway Pro,Intel,Dedicated,4,32,4000,99,0.1,EUR,59.99,59.99,74.9875,1.49975,1.666388889,0.882205882,0.5999,1.162061193,1.143506881,HDD,
320,Scaleway Pro,Intel,Dedicated,4,64,1500,99,1,EUR,59.99,59.99,74.9875,0.833194444,0.882205882,0.454469697,0.306071429,0.618985363,1.143506881,,
321,Scaleway Pro,Intel,Dedicated,6,96,1500,99,1,EUR,69.99,69.99,87.4875,0.648055556,0.686176471,0.353484848,0.238061224,0.481444525,1.143506881,,
322,Scaleway Pro,Intel,Dedicated,4,96,3000,99,1,EUR,69.99,69.99,87.4875,0.672980769,0.6999,0.357091837,0.239691781,0.492416097,1.143506881,,
323,Scaleway Pro,Intel,Dedicated,6,32,1000,99,1,EUR,89.99,89.99,112.4875,2.045227273,2.368157895,1.285571429,0.882254902,1.645302874,1.143506881,NVME,
324,Scaleway Pro,Intel,Dedicated,6,192,2000,99,1,EUR,94.99,94.99,118.7375,0.465637255,0.479747475,0.243564103,0.163213058,0.338040473,1.143506881,,
325,Scaleway Pro,Intel,Dedicated,6,64,2000,99,1,EUR,99.99,99.99,124.9875,1.315657895,1.428428571,0.74619403,0.505,0.998820124,1.143506881,NVME,
326,Scaleway Pro,AMD,Dedicated,16,32,2000,99,10,EUR,99.99,99.99,124.9875,1.56234375,2.083125,1.249875,0.892767857,1.447027902,1.143506881,NVME,
327,Scaleway Pro,Intel,Dedicated,8,256,2000,99,1,EUR,115.99,115.99,144.9875,0.426433824,0.439356061,0.223057692,0.149471649,0.309579806,1.143506881,,
328,Scaleway Pro,AMD,Dedicated,16,96,2000,99,1,EUR,119.99,119.99,149.9875,0.937421875,1.071339286,0.576875,0.394703947,0.745085027,1.143506881,NVME,
329,Scaleway Pro,AMD,Dedicated,16,96,2000,99,10,EUR,129.99,129.99,162.4875,1.015546875,1.160625,0.624951923,0.427598684,0.807180621,1.143506881,NVME,
330,Scaleway Pro,AMD,Dedicated,12,128,2000,99,10,EUR,159.99,159.99,199.9875,1.052565789,1.142785714,0.596977612,0.404015152,0.799086067,1.143506881,NVME,
331,Scaleway Pro,AMD,Dedicated,12,256,4000,99,10,EUR,189.99,189.99,237.4875,0.678535714,0.70891791,0.362576336,0.243576923,0.498401721,1.143506881,NVME,
332,Melbicom,x86,Shared,4,8,80,,1,EUR,15.6,15.6,19.5,0.975,1.3,0.78,0.557142857,0.903035714,1.143845238,,
333,Melbicom,x86,Shared,6,12,120,,1,EUR,31.2,31.2,39,1.3,1.733333333,1.04,0.742857143,1.204047619,1.143845238,,
334,Melbicom,x86,Shared,8,16,160,,1,EUR,62.4,62.4,78,1.95,2.6,1.56,1.114285714,1.806071429,1.143845238,,
335,Melbicom,x86,Shared,1,2,20,,1,EUR,3.9,3.9,4.875,0.975,1.3,0.78,0.557142857,0.903035714,1.143845238,,
336,Melbicom,x86,Shared,2,4,40,,1,EUR,7.8,7.8,9.75,0.975,1.3,0.78,0.557142857,0.903035714,1.143845238,,
337,PQ,Intel,Shared,2,2,40,99,10,EUR,6.77,6.77,8.4625,1.128333333,1.6925,1.128333333,0.84625,1.198854167,1.195874171,,
338,PQ,Intel,Shared,2,4,60,99,10,EUR,9.77,9.77,12.2125,1.22125,1.628333333,0.977,0.697857143,1.131110119,1.195874171,,
339,PQ,Intel,Shared,4,6,70,99,10,EUR,13.77,13.77,17.2125,0.983571429,1.377,0.860625,0.625909091,0.96177638,1.195874171,,
340,PQ,Intel,Shared,4,8,90,99,10,EUR,15.77,15.77,19.7125,0.985625,1.314166667,0.7885,0.563214286,0.912876488,1.195874171,,
341,PQ,Intel,Shared,6,10,100,99,10,EUR,23.77,23.77,29.7125,1.080454545,1.485625,0.914230769,0.660277778,1.035147023,1.195874171,,
342,PQ,Intel,Shared,8,12,150,99,10,EUR,28.77,28.77,35.9625,1.0275,1.4385,0.8990625,0.653863636,1.004731534,1.195874171,,
343,PQ,Intel,Shared,10,14,170,99,10,EUR,38.77,38.77,48.4625,1.140294118,1.615416667,1.020263158,0.745576923,1.130387716,1.195874171,,
344,PQ,Intel,Shared,16,16,210,99,10,EUR,50,50,62.5,1.041666667,1.5625,1.041666667,0.78125,1.106770833,1.195874171,,
345,PQ,Intel,Shared,20,24,310,99,10,EUR,80,80,100,1.25,1.818181818,1.176470588,0.869565217,1.278554406,1.195874171,,
346,PQ,Intel,Shared,24,32,410,99,10,EUR,111,111,138.75,1.3875,1.982142857,1.261363636,0.925,1.389001623,1.195874171,,
347,PQ,Intel,Shared,32,64,510,99,10,EUR,160,160,200,1.25,1.666666667,1,0.714285714,1.157738095,1.195874171,,
348,PQ,Intel,Shared,1,1,25,99,10,EUR,5.77,5.77,7.2125,1.923333333,2.885,1.923333333,1.4425,2.043541667,1.195874171,,
349,Infomaniak Lite,x86,Shared,1,2,20,,,EUR,3,3,3.75,0.75,1,0.6,0.428571429,0.694642857,1.364342404,,
350,Infomaniak Lite,x86,Shared,2,2,40,,,EUR,6,6,7.5,1,1.5,1,0.75,1.0625,1.364342404,,
351,Infomaniak Lite,x86,Shared,2,4,60,,,EUR,8,8,10,1,1.333333333,0.8,0.571428571,0.926190476,1.364342404,,
352,Infomaniak Lite,x86,Shared,4,4,80,,,EUR,10,10,12.5,0.833333333,1.25,0.833333333,0.625,0.885416667,1.364342404,,
353,Infomaniak Lite,x86,Shared,4,8,160,,,EUR,20,20,25,1.25,1.666666667,1,0.714285714,1.157738095,1.364342404,,
354,Infomaniak Lite,x86,Shared,6,12,240,,,EUR,50,50,62.5,2.083333333,2.777777778,1.666666667,1.19047619,1.929563492,1.364342404,,
